id,class_id,sentence,partition,labels,lang
1686,Window.java,"using the @link #window string, component constructor.",0,expand,JAVA
1687,Window.java,p,1,expand,JAVA
1688,Window.java,p,0,expand,JAVA
1689,Window.java,a window can be positioned on the screen using absolute coordinates pixels,1,expand,JAVA
1690,Window.java,or set to be centered using @link #center,0,expand,JAVA
1691,Window.java,p,1,expand,JAVA
1692,Window.java,p,0,expand,JAVA
1693,Window.java,the caption is displayed in the window header.,1,expand,JAVA
1694,Window.java,p,0,expand,JAVA
1695,Window.java,p,1,expand,JAVA
1696,Window.java,"in vaadin versions prior to 70.0, window was also used as application level",0,expand,JAVA
1697,Window.java,windows.,1,expand,JAVA
1698,Window.java,this function is now covered by the @link ui class.,0,expand,JAVA
1699,Window.java,p,1,expand,JAVA
1700,Window.java,@author vaadin ltd.,0,ownership,JAVA
1701,Window.java,@since 30,1,deprecation,JAVA
1702,Window.java,non javadoc,0,pointer,JAVA
1703,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,1,pointer,JAVA
1704,Window.java,non javadoc,0,pointer,JAVA
1705,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",1,pointer,JAVA
1706,Window.java,event which is fired when the window order position is changed.,0,expand;pointer,JAVA
1707,Window.java,@see ui^windoworderupdateevent,1,pointer,JAVA
1708,Window.java,@author vaadin ltd,0,ownership,JAVA
1709,Window.java,non javadoc,1,pointer,JAVA
1710,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1711,Window.java,non javadoc,0,pointer,JAVA
1712,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1713,Window.java,an interface used for listening to window order change events.,0,expand,JAVA
1714,Window.java,non javadoc,0,pointer,JAVA
1715,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1716,Window.java,non javadoc,0,pointer,JAVA
1717,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1718,Window.java,an interface used for listening to window close events.,0,expand,JAVA
1719,Window.java,add the,0,expand,JAVA
1720,Window.java,closelistener to a window and,0,expand,JAVA
1721,Window.java,@link closelistener#windowclose closeevent will be called whenever the,0,expand,JAVA
1722,Window.java,user closes the window.,0,expand,JAVA
1723,Window.java,p,0,expand,JAVA
1724,Window.java,p,0,expand,JAVA
1725,Window.java,non javadoc,0,pointer,JAVA
1726,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1727,Window.java,non javadoc,0,pointer,JAVA
1728,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1729,Window.java,@author vaadin ltd,0,ownership,JAVA
1730,Window.java,non javadoc,0,pointer,JAVA
1731,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1732,Window.java,non javadoc,0,pointer,JAVA
1733,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1734,Window.java,an interface used for listening to window maximize restore events.,0,expand,JAVA
1735,Window.java,add,0,expand,JAVA
1736,Window.java,the windowmodechangelistener to a window and,0,expand,JAVA
1737,Window.java,@link windowmodechangelistener#windowmodechanged windowmodechangeevent,0,expand,JAVA
1738,Window.java,will be called whenever the window is maximized,0,expand,JAVA
1739,Window.java,@link windowmode#maximized or restored @link windowmode#normal .,0,expand,JAVA
1740,Window.java,non javadoc,0,pointer,JAVA
1741,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1742,Window.java,non javadoc,0,pointer,JAVA
1743,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1744,Window.java,resize events are fired whenever the client side fires a resize event,0,expand,JAVA
1745,Window.java,eg the browser window is resized .,0,expand,JAVA
1746,Window.java,the frequency may vary across,0,expand,JAVA
1747,Window.java,browsers.,0,expand,JAVA
1748,Window.java,non javadoc,0,pointer,JAVA
1749,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1750,Window.java,non javadoc,0,pointer,JAVA
1751,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1752,Window.java,non javadoc,0,pointer,JAVA
1753,Window.java,@see com^vaadin.ui^panel#paintcontent com^vaadin.server^painttarget,0,pointer,JAVA
1754,Window.java,non javadoc,0,pointer,JAVA
1755,Window.java,"@see com^vaadin.ui^panel#changevariables java^lang.object, java^util.map",0,pointer,JAVA
1756,Window.java,a @link shortcutlistener specifically made to define a keyboard,0,expand,JAVA
1757,Window.java,shortcut that closes the window.,0,expand,JAVA
1758,Window.java,pre,0,usage,JAVA
1759,Window.java,code,0,usage,JAVA
1760,Window.java,within the window using helper,0,usage,JAVA
1761,Window.java,or globally,0,usage,JAVA
1762,Window.java,"getui ^addaction new window^closeshortcut window, keycode^escape",0,expand,JAVA
1763,Window.java,code,0,usage,JAVA
1764,Window.java,pre,0,usage,JAVA
1765,XhrConnectionError.java,@since 76,0,deprecation,JAVA
1766,XhrConnectionError.java,@author vaadin ltd,0,ownership,JAVA
1767,AbstractFocusable.java,@since 76,0,deprecation,JAVA
1768,AbstractFocusable.java,@author vaadin ltd,0,ownership,JAVA
1769,AbstractMultiSelectState.java,@author vaadin ltd,0,ownership,JAVA
1770,AbstractMultiSelectState.java,@since 80,0,deprecation,JAVA
1771,AbstractProperty.java,@since 66,0,deprecation,JAVA
1772,AbstractProperty.java,"@deprecated as of 80, replaced by @link valueprovider , @link setter , see",0,deprecation;pointer,JAVA
1773,AbstractProperty.java,@link binder,0,deprecation;pointer,JAVA
1774,AbstractProperty.java,legacypropertyhelper has been removed in vaadin 8 events,0,deprecation,JAVA
1775,AbstractProperty.java,an code event code object specifying the property whose read only,0,expand,JAVA
1776,AbstractProperty.java,status has been changed.,0,expand,JAVA
1777,AbstractProperty.java,legacypropertyhelper has been removed in vaadin 8 events,0,deprecation,JAVA
1778,AbstractSingleComponentContainerState.java,@since 80,0,deprecation,JAVA
1779,AdjacentElementsWithTooltipsTest.java,@author vaadin ltd,0,ownership,JAVA
1780,ApplicationConfiguration.java,@since 70,0,deprecation,JAVA
1781,ApplicationConfiguration.java,@since 70,0,deprecation,JAVA
1782,BootstrapPageResponse.java,the bootstrap page,0,expand,JAVA
1783,BootstrapPageResponse.java,contains of the full dom of the html document as well as the http headers,0,expand,JAVA
1784,BootstrapPageResponse.java,that will be included in the corresponding http response.,0,expand,JAVA
1785,BootstrapPageResponse.java,@author vaadin ltd,0,ownership,JAVA
1786,BootstrapPageResponse.java,@since 70.0,0,deprecation,JAVA
1787,ButtonRenderer.java,the value of the,0,expand,JAVA
1788,ButtonRenderer.java,corresponding property is used as the caption.,0,expand,JAVA
1789,ButtonRenderer.java,click listeners can be added,0,usage,JAVA
1790,ButtonRenderer.java,"to the renderer, invoked when any of the rendered buttons is clicked.",0,usage,JAVA
1791,ButtonRenderer.java,@since 74,0,deprecation,JAVA
1792,ButtonRenderer.java,@author vaadin ltd,0,ownership,JAVA
1793,ClientRpcWriter.java,@author vaadin ltd,0,ownership,JAVA
1794,ClientRpcWriter.java,@since 71,0,deprecation,JAVA
1795,ColorPickerServerRpc.java,@since 70.0,0,deprecation,JAVA
1796,ComboBoxState.java,@since 70,0,deprecation,JAVA
1797,DeclarativeValueProvider.java,@param t,0,usage,JAVA
1798,DeclarativeValueProvider.java,item type,0,usage,JAVA
1799,DoubleRangeValidator.java,@author vaadin ltd.,0,ownership,JAVA
1800,DoubleRangeValidator.java,@since 80,0,deprecation,JAVA
1801,FooterDoubleClickHandler.java,@since 74,0,deprecation,JAVA
1802,FooterDoubleClickHandler.java,@author vaadin ltd,0,ownership,JAVA
1803,Grid.java,@author vaadin ltd,0,ownership,JAVA
1804,Grid.java,@since 80,0,deprecation,JAVA
1805,Grid.java,@param t,0,usage,JAVA
1806,Grid.java,the grid bean type,0,usage,JAVA
1807,Grid.java,header and footer,0,usage,JAVA
1808,Grid.java,@param t,0,usage,JAVA
1809,Grid.java,the grid bean type,0,usage,JAVA
1810,Grid.java,header and footer,0,usage,JAVA
1811,Grid.java,selection mode representing the built in selection models in grid.,0,usage,JAVA
1812,Grid.java,these enums can be used in @link grid#setselectionmode selectionmode,0,pointer,JAVA
1813,Grid.java,@see grid#setselectionmode selectionmode,0,pointer,JAVA
1814,Grid.java,@see grid#setselectionmodel gridselectionmodel,0,pointer,JAVA
1815,Grid.java,header and footer,0,usage,JAVA
1816,Grid.java,header and footer,0,usage,JAVA
1817,Grid.java,header and footer,0,usage,JAVA
1818,Grid.java,@param t,0,usage,JAVA
1819,Grid.java,the grid bean type,0,usage,JAVA
1820,Grid.java,header and footer,0,usage,JAVA
1821,Grid.java,usage,0,usage,JAVA
1822,Grid.java,pre,0,usage,JAVA
1823,Grid.java,grid^addcontextclicklistener event &gt notification^show,0,usage,JAVA
1824,Grid.java,gridcontextclickevent&lt person&gt event ^getitem clicked,0,usage,JAVA
1825,Grid.java,pre,0,usage,JAVA
1826,Grid.java,@param t,0,usage,JAVA
1827,Grid.java,the grid bean type,0,usage,JAVA
1828,Grid.java,header and footer,0,usage,JAVA
1829,Grid.java,an event that is fired when a column s visibility changes.,0,usage,JAVA
1830,Grid.java,@since 75.0,0,deprecation;usage,JAVA
1831,Grid.java,header and footer,0,usage,JAVA
1832,Grid.java,a helper base class for creating extensions for the grid component.,0,usage,JAVA
1833,Grid.java,@param t,0,usage,JAVA
1834,Grid.java,header and footer,0,usage,JAVA
1835,Grid.java,class for managing visible details rows.,0,usage,JAVA
1836,Grid.java,@param t,0,usage,JAVA
1837,Grid.java,the grid bean type,0,usage,JAVA
1838,Grid.java,header and footer,0,usage,JAVA
1839,Grid.java,@param t,0,usage,JAVA
1840,Grid.java,the grid bean type,0,usage,JAVA
1841,GridSelectionModel.java,selectionmodel should extend @link abstractgridextension .,0,pointer,JAVA
1842,GridSelectionModel.java,@author vaadin ltd,0,ownership,JAVA
1843,GridSelectionModel.java,@param t,0,usage,JAVA
1844,GridSelectionModel.java,the grid bean type,0,usage,JAVA
1845,GridSelectionModel.java,@see abstractselectionmodel,0,pointer,JAVA
1846,GridSelectionModel.java,@see singleselectionmodel,0,pointer,JAVA
1847,GridSelectionModel.java,@see multiselectionmodel,0,pointer,JAVA
1848,HeaderRow.java,@author vaadin ltd,0,ownership,JAVA
1849,HeaderRow.java,@since 80,0,deprecation,JAVA
1850,InternalContainerAnnotationForJS.java,@author vaadin ltd,0,ownership,JAVA
1851,InternalContainerAnnotationForJS.java,@since 80,0,deprecation,JAVA
1852,MyPickerConnector.java,"https vaadin^com wiki wiki main widget%20styling%20using%20only%20css,",0,pointer,JAVA
1853,MyPickerConnector.java,https,0,pointer,JAVA
1854,MyPickerConnector.java,vaadin^com wiki wiki main lightweight%20calculations%20of%20widget%20l,0,pointer,JAVA
1855,MyPickerConnector.java,@author vaadin ltd,0,ownership,JAVA
1856,MyPickerConnector.java,@since 70.0,0,deprecation,JAVA
1857,NotEmptyValidatorTest.java,@author vaadin ltd,0,ownership,JAVA
1858,PopupView.java,@author vaadin ltd.,0,ownership,JAVA
1859,PopupView.java,constructors,0,expand;rational,JAVA
1860,PopupView.java,methods inherited from abstractcomponentcontainer.,0,expand;rational,JAVA
1861,PopupView.java,these are unnecessary,0,expand;rational,JAVA
1862,PopupView.java,but mandatory .,0,expand;rational,JAVA
1863,PopupView.java,most of them are not supported in this implementation.,0,expand;rational,JAVA
1864,PopupView.java,constructors,0,expand;rational,JAVA
1865,PopupView.java,methods inherited from abstractcomponentcontainer.,0,expand;rational,JAVA
1866,PopupView.java,these are unnecessary,0,expand;rational,JAVA
1867,PopupView.java,but mandatory .,0,expand;rational,JAVA
1868,PopupView.java,most of them are not supported in this implementation.,0,expand;rational,JAVA
1869,PopupView.java,this event is received by the popupvisibilitylisteners when the,0,expand,JAVA
1870,PopupView.java,visibility of the popup changes.,0,expand,JAVA
1871,PopupView.java,you can get the new visibility directly,0,expand,JAVA
1872,PopupView.java,"with @link #ispopupvisible , or get the popupview that produced the",0,expand,JAVA
1873,PopupView.java,event with @link #getpopupview .,0,expand,JAVA
1874,PopupView.java,constructors,0,expand;rational,JAVA
1875,PopupView.java,methods inherited from abstractcomponentcontainer.,0,expand;rational,JAVA
1876,PopupView.java,these are unnecessary,0,expand;rational,JAVA
1877,PopupView.java,but mandatory .,0,expand;rational,JAVA
1878,PopupView.java,most of them are not supported in this implementation.,0,expand;rational,JAVA
1879,PopupView.java,defines a listener that can receive a popupvisibilityevent when the,0,expand,JAVA
1880,PopupView.java,visibility of the popup changes.,0,expand,JAVA
1881,PortletDummyRequestHandler.java,@author vaadin ltd,0,ownership,JAVA
1882,PortletDummyRequestHandler.java,@since 71,0,deprecation,JAVA
1883,QueryBuilder.java,"@deprecated as of 80, no replacement available.",0,deprecation,JAVA
1884,RequiredTextFieldTest.java,@author vaadin ltd,0,ownership,JAVA
1885,RpcDataProviderExtension.java,@since 74,0,deprecation,JAVA
1886,RpcDataProviderExtension.java,@author vaadin ltd,0,ownership,JAVA
1887,RpcDataProviderExtension.java,"@deprecated as of 80, no replacement available.",0,deprecation,JAVA
1888,RpcDataProviderExtension.java,@since 76,0,deprecation,JAVA
1889,RpcDataProviderExtension.java,"@see grid#addvaluechangelistener com^vaadin.v7^data.container, object, object",0,pointer,JAVA
1890,RpcDataProviderExtension.java,"grid#addvaluechangelistener container, object, object",0,pointer,JAVA
1891,RpcDataProviderExtension.java,@see grid#valuechangelisteners,0,pointer,JAVA
1892,SelectAllEvent.java,@since 74,0,deprecation,JAVA
1893,SelectAllEvent.java,@author vaadin ltd,0,ownership,JAVA
1894,SelectAllEvent.java,@param t,0,usage,JAVA
1895,SelectAllEvent.java,the type of the rows in grid,0,usage,JAVA
1896,ShouldWriteDataDelegate.java,@see designcontext#shouldwritedata component,0,pointer,JAVA
1897,ShouldWriteDataDelegate.java,@since 75.0,0,deprecation,JAVA
